121 156
104 122 53
77 11 74
15 112 23
41 152 4
131 142 68
9 86 58
75 68 56
47 3 59
65 28 70
3 13 73
10 137 40
120 128 15
111 8 42
126 24 69
160 16 83
84 82 14
130 9 24
39 90 46
126 122 66
141 73 62
108 53 18
8 74 13
41 134 6
150 32 54
125 142 9
80 76 32
153 123 88
50 55 60
92 45 61
125 116 32
85 53 20
40 18 37
37 46 76
139 92 76
109 52 13
5 146 32
133 91 74
128 99 20
121 131 51
49 51 86
52 124 93
152 104 88
112 38 30
117 38 58
83 159 98
142 40 65
107 103 11
76 79 31
135 68 24
44 117 25
91 66 93
106 1 70
54 76 79
52 24 56
73 46 82
138 25 10
63 34 8
15 73 68
77 142 70
92 89 18
158 137 91
117 45 85
17 89 95
13 71 43
32 71 98
61 111 97
39 102 86
56 37 50
36 113 93
39 2 47
73 27 2
109 82 18
148 25 37
103 21 33
80 54 66
1 34 37
3 85 45
20 56 56
119 125 52
96 71 13
2 113 51
206 316
3 105 58
1 3 39
109 3 29
184 1 95
42 109 9
126 3 97
26 105 100
122 126 33
114 42 65
81 42 67
61 126 46
125 114 26
196 81 61
185 114 2
11 109 26
180 184 4
103 61 29
85 11 48
131 122 62
88 185 95
20 184 97
150 3 5
148 42 55
95 122 78
57 180 32
186 126 10
190 61 92
9 57 49
25 1 37
21 42 24
173 105 100
204 88 29
14 185 55
171 3 84
99 57 32
167 99 44
106 3 41
197 150 28
102 99 19
113 42 76
51 102 32
55 88 65
200 167 67
10 171 51
62 190 61
202 85 71
16 55 23
195 62 44
124 85 53
161 51 84
191 88 73
189 109 75
166 85 40
177 109 1
36 204 3
71 190 77
129 42 49
128 124 54
182 81 4
100 186 87
34 113 34
188 124 53
68 188 57
17 105 17
111 11 16
98 113 33
116 62 21
149 85 38
91 62 33
44 190 75
176 111 8
4 14 82
94 200 94
132 109 1
96 189 36
43 184 13
27 180 94
101 128 53
22 122 56
127 81 6
151 195 14
87 102 45
142 51 38
6 26 100
67 114 71
28 182 1
18 21 59
120 36 100
66 61 5
136 151 56
201 4 93
121 190 39
146 176 1
144 146 91
164 132 68
187 200 58
2 62 66
163 195 83
24 85 24
112 43 88
135 81 24
205 62 22
154 131 42
65 190 3
159 20 94
193 17 80
40 68 77
156 28 86
82 204 60
89 202 34
23 188 3
175 163 56
140 66 15
139 149 86
8 14 53
35 2 49
153 151 52
183 189 93
181 116 44
194 27 77
152 98 75
58 166 2
172 127 69
49 204 98
15 82 78
92 87 84
147 184 74
13 202 80
107 49 93
72 150 54
143 159 77
206 105 70
70 18 7
141 87 100
117 172 20
64 96 79
90 20 8
83 105 1
63 172 91
123 34 76
74 159 41
12 1 72
69 55 66
56 92 20
38 3 29
178 196 96
30 38 26
170 87 34
84 135 34
53 205 16
5 87 2
160 70 22
115 13 36
174 147 38
199 172 17
77 26 55
75 202 84
93 105 78
19 152 71
118 107 36
31 194 52
157 92 61
130 202 20
158 147 36
79 58 17
50 8 87
138 66 100
86 195 35
45 150 81
97 79 94
165 148 48
192 6 98
155 187 99
78 201 12
198 161 68
179 135 42
110 179 28
41 175 87
60 136 1
39 84 8
119 187 11
29 14 52
37 194 6
108 29 39
162 62 27
137 155 73
203 103 2
133 91 11
59 122 28
134 205 74
76 177 48
46 201 93
80 201 96
54 69 86
33 11 5
145 45 3
73 171 79
104 190 33
32 96 29
168 60 82
48 106 17
52 99 45
7 118 97
47 204 33
169 47 14
134 190 38
23 68 61
92 85 80
127 47 79
53 120 35
70 51 67
122 12 90
177 68 63
149 64 23
141 60 10
72 149 82
201 7 57
92 8 43
167 83 86
186 51 61
181 2 61
17 67 44
125 128 47
110 184 7
203 102 12
93 167 99
168 2 89
112 66 94
88 29 60
109 105 71
62 115 79
187 121 20
187 31 23
126 127 7
35 103 27
84 182 99
194 178 47
56 156 14
137 166 49
98 194 20
95 105 87
176 143 12
56 78 82
142 182 68
186 73 20
103 22 70
79 21 67
19 89 25
93 131 66
192 172 47
191 16 83
150 75 13
78 199 88
23 99 78
81 6 71
15 54 34
83 120 44
59 177 29
129 76 54
139 21 70
104 181 56
137 160 89
67 136 41
89 34 57
173 170 34
23 184 53
181 7 10
102 144 47
80 135 96
64 56 29
61 59 51
125 150 13
69 10 47
107 161 38
102 143 87
187 162 72
31 179 18
113 151 64
36 47 89
54 185 78
36 29 3
90 98 3
79 202 24
95 77 97
132 124 47
41 152 63
157 79 63
163 190 24
76 176 45
71 164 81
19 44 37
173 91 69
94 186 54
29 172 92
13 163 37
134 120 31
86 103 49
186 136 95
128 29 84
109 181 2
58 88 80
132 133 60
74 60 6
93 139 55
195 14 33
27 121 58
65 133 44
89 191 66
58 104 43
83 23 40
1 165 14
87 77 50
160 10 91
146 26 89
144 57 19
54 184 50
44 74
27 12 76
11 12 81
30 12 62
13 30 62
16 13 46
2 27 49
10 27 61
31 13 51
32 16 33
25 16 33
1 10 37
40 32 91
38 2 77
37 10 54
17 10 16
43 17 57
20 27 50
5 10 45
23 1 30
22 27 53
4 5 50
24 23 41
35 40 83
33 43 47
6 5 35
14 20 63
29 35 75
39 43 92
42 10 15
8 29 25
15 43 67
9 33 52
21 1 42
18 27 84
3 18 85
19 13 32
41 23 92
36 32 68
34 13 7
7 43 86
44 35 96
28 23 92
26 1 89
30 24 46
30 41 1
39 34 94
11 4 25
43 31 38
37 19 27
15 16 37
18 24 12
44 42 19
4 40 96
20 4 77
31 4 45
24 32 18
10 12 80
38 23 63
22 13 36
21 26 82
28 20 98
14 30 57
16 11 95
16 14 5
16 42 45
11 37 26
12 24 100
9 42 62
17 24 86
19 18 18
16 9 99
2 9 32
25 33 93
7 21 79
298 349
277 82 70
166 82 75
131 277 55
255 166 52
75 82 53
236 82 100
261 277 67
51 255 13
92 75 98
248 75 18
207 236 7
267 236 95
275 267 23
276 51 94
266 267 7
11 75 39
297 51 55
80 267 30
230 267 35
280 266 18
40 131 40
138 230 17
128 248 1
127 166 49
119 236 16
42 82 30
191 277 4
130 82 6
148 297 55
104 255 67
23 40 100
254 280 8
67 248 29
177 275 31
33 277 65
121 51 65
278 121 19
46 128 10
97 130 48
298 11 30
240 11 19
181 166 41
18 97 84
116 277 3
8 23 84
274 177 10
219 254 80
10 276 64
231 298 35
282 298 53
170 75 9
296 255 23
156 42 79
132 75 36
214 207 94
35 280 91
174 255 38
206 116 38
151 254 72
160 75 93
58 282 36
126 276 42
94 248 64
5 181 2
19 116 44
37 151 87
193 248 69
112 297 60
32 193 22
150 67 11
85 170 38
153 126 44
197 214 39
16 33 69
220 297 24
227 166 48
108 177 51
62 104 86
143 267 53
25 23 8
242 227 3
87 127 95
63 261 61
99 10 63
141 58 22
146 150 40
189 141 52
115 99 24
258 277 95
245 112 64
202 82 56
226 298 49
186 25 16
158 206 98
144 267 19
171 112 95
14 121 28
22 42 94
209 275 44
210 37 22
34 37 12
247 275 62
187 18 27
190 278 8
164 227 87
79 267 87
12 141 85
90 10 81
222 226 100
89 92 7
76 151 97
49 25 13
103 127 17
218 231 81
176 67 32
291 76 30
246 131 42
270 99 44
124 49 72
7 181 50
83 240 10
199 22 19
29 79 96
208 202 18
96 189 37
36 22 17
26 297 30
212 206 4
84 35 17
198 32 52
136 187 97
77 164 91
264 126 86
273 36 96
71 103 20
188 94 18
125 34 81
39 132 94
287 18 19
59 220 80
41 11 48
123 108 88
225 123 1
180 240 97
289 197 92
259 218 90
24 276 66
28 240 15
179 230 53
27 16 29
139 82 66
17 108 26
204 63 69
256 84 100
183 245 61
66 130 12
111 82 56
257 180 89
211 18 41
162 210 22
109 247 36
110 280 18
133 39 1
184 115 3
194 267 45
43 264 12
73 89 3
114 33 14
2 176 2
61 10 14
107 10 14
195 230 51
262 162 17
294 179 53
213 29 100
178 110 29
205 179 32
106 227 86
251 138 66
137 294 3
47 275 9
168 199 49
120 209 29
169 97 79
233 126 43
155 29 86
38 76 55
88 264 67
238 226 97
6 104 1
45 25 15
265 202 50
165 14 35
152 11 31
142 209 64
286 197 58
134 136 95
241 205 46
229 259 80
147 84 84
70 276 51
101 41 23
237 134 52
263 141 27
250 242 72
283 153 26
284 240 15
163 99 49
223 88 65
60 168 22
3 297 73
113 36 70
192 134 72
69 40 55
232 199 5
200 213 87
30 41 96
15 148 49
271 289 41
243 163 46
145 119 64
118 183 82
279 19 28
292 156 7
48 126 88
167 82 87
288 178 89
31 110 47
68 278 54
100 240 38
93 264 3
201 14 91
135 187 54
50 51 18
105 80 20
272 33 40
172 93 17
140 192 36
269 151 14
161 134 12
260 177 11
215 114 1
216 212 90
253 186 60
157 296 12
78 202 8
129 104 55
196 111 68
55 250 16
52 269 42
4 282 24
98 298 79
295 76 98
173 134 27
244 180 6
281 287 84
290 267 93
20 176 35
65 60 12
217 236 59
122 68 9
159 22 65
268 114 70
185 4 45
285 231 93
293 199 10
86 270 32
182 173 46
81 167 33
95 271 46
74 253 80
1 140 20
224 101 14
175 295 47
53 185 54
154 97 5
234 17 3
57 232 35
21 108 51
249 233 87
13 136 84
149 253 75
228 1 99
54 275 52
117 288 13
44 157 68
235 276 22
56 141 88
102 171 40
91 49 5
239 92 7
252 68 10
203 77 23
9 157 38
64 59 100
221 23 64
72 256 43
84 172 72
79 181 69
133 257 28
206 95 70
83 294 92
128 259 77
226 97 79
30 46 38
253 39 5
127 51 1
226 120 36
128 232 99
167 191 100
87 283 20
204 150 90
216 293 32
33 260 79
203 271 64
218 257 69
248 71 99
210 163 7
263 78 89
143 196 40
11 34 84
51 245 93
288 50 14
72 244 76
76 187 29
65 225 20
128 188 90
59 205 24
205 167 78
47 30 51
131 79 96
295 178 70
229 143 4
87 262 44
80 34 78
67 74 86
171 144 80
205 98 82
10 160 58
243 7 43
220 268 94
141 61 84
123 295 93
204 273 67
28 23 74
42 207 13
76 180 76
293 102 70
76 159 79
257 301
168 98 67
17 98 49
5 98 17
72 17 43
63 168 25
64 98 11
78 63 62
24 64 10
50 63 79
219 72 72
115 78 87
8 17 9
9 219 89
30 78 28
154 115 89
226 219 13
253 63 35
15 154 15
21 168 69
73 8 15
55 78 9
223 15 43
238 154 63
256 15 14
224 50 33
195 256 30
87 256 26
76 154 21
166 224 11
140 238 72
31 168 87
25 253 3
114 24 77
92 224 23
102 9 44
7 72 1
235 238 88
108 102 22
43 5 28
96 166 43
169 21 35
211 5 11
180 219 1
229 253 14
198 98 84
89 76 9
179 87 92
70 89 52
93 224 8
123 92 56
48 15 24
213 31 92
178 256 63
150 123 10
181 238 84
77 229 92
197 169 47
164 17 19
204 78 30
163 178 40
239 213 91
83 48 85
207 123 61
141 98 46
142 63 40
58 229 86
88 73 1
34 256 47
138 253 27
130 58 4
170 31 62
46 141 60
244 211 66
146 224 77
199 89 82
124 229 41
39 142 60
203 130 7
212 123 51
216 108 84
118 83 6
257 50 99
97 198 17
134 78 25
206 199 68
127 8 18
23 127 34
32 98 1
105 43 44
162 229 15
147 142 39
12 238 93
10 203 37
215 102 27
193 23 66
161 31 65
205 48 11
184 34 85
176 15 65
16 43 29
75 256 45
196 180 3
159 226 86
47 162 51
153 48 47
236 140 61
129 55 39
249 238 70
1 150 50
44 12 63
4 72 89
51 211 49
91 197 97
90 70 90
6 83 60
61 159 67
33 249 21
111 150 77
139 153 17
132 235 9
175 64 99
158 130 26
188 159 79
122 58 49
145 1 21
152 158 59
157 146 22
137 63 98
189 216 11
126 181 34
120 181 50
230 55 32
99 63 67
52 123 69
36 215 15
227 216 30
128 120 19
117 30 89
45 162 85
183 170 81
100 180 97
71 73 97
151 129 22
143 114 12
201 90 84
22 138 69
11 197 73
237 70 69
65 78 34
231 141 80
246 183 58
40 102 73
2 226 53
148 15 56
160 178 52
125 75 71
200 8 62
101 22 57
112 96 74
69 129 1
53 152 59
54 204 3
67 235 13
225 205 47
254 183 92
247 179 35
26 23 21
84 206 61
218 6 21
3 75 43
233 230 42
171 157 27
156 105 66
119 8 37
113 43 90
59 5 88
41 92 3
185 257 78
18 158 84
192 114 23
66 254 2
190 12 67
38 247 7
27 76 32
62 168 78
20 184 68
214 227 32
250 100 95
14 52 33
234 152 40
82 108 88
155 46 48
245 233 40
242 75 29
37 224 18
133 141 63
252 50 77
106 141 45
13 168 64
209 31 94
136 33 26
217 204 36
222 148 40
186 189 64
255 193 65
131 142 94
81 34 57
110 224 45
49 45 55
107 201 43
243 125 94
68 226 89
173 105 33
60 139 86
208 180 6
29 173 14
172 55 45
240 26 24
174 63 69
116 224 97
121 147 81
210 219 6
94 8 94
135 33 69
167 24 37
187 167 40
149 37 6
74 206 42
202 70 86
57 40 50
221 256 64
177 234 3
95 114 37
220 243 8
85 178 77
251 234 82
79 247 53
42 236 86
103 111 11
191 87 71
109 22 8
228 252 62
80 252 77
248 10 96
241 87 89
86 157 29
104 158 17
19 245 36
28 187 58
35 187 78
165 173 17
56 35 86
232 189 43
194 92 97
182 31 39
144 217 11
169 232 67
134 66 28
103 230 87
144 20 82
201 135 6
88 56 88
236 228 65
233 217 75
67 78 27
166 129 94
144 4 67
240 183 75
225 136 7
164 132 79
173 72 64
242 190 11
130 122 25
204 182 21
240 41 83
193 22 76
99 40 44
203 151 67
4 151 30
24 163 29
194 107 54
111 74 11
89 64 42
13 240 73
179 139 34
91 52 34
14 86 30
200 110 11
24 227 78
40 255 76
256 255 47
103 137 51
146 36 33
48 237 65
130 167 67
212 130 59
91 212 96
178 214 92
200 117 93
111 181 74
224 7 50
124 129
20 78 16
18 20 24
17 18 39
118 20 1
61 17 34
9 118 99
13 18 22
109 118 53
1 61 92
42 78 81
23 17 69
73 23 67
56 78 47
120 78 74
66 23 19
65 23 81
67 18 33
24 56 55
21 42 17
30 120 65
47 30 12
8 18 19
44 18 84
107 73 38
54 1 95
96 73 82
59 44 11
5 47 24
31 8 11
122 1 48
81 59 55
22 73 82
84 81 63
111 56 91
102 65 14
121 18 49
63 96 96
19 81 71
72 65 28
49 5 47
93 81 71
36 8 100
86 63 35
68 24 54
46 1 76
50 107 10
25 109 14
76 67 50
51 36 35
82 24 85
113 36 65
112 18 72
64 54 52
39 66 60
38 44 23
14 21 43
40 84 63
105 50 28
89 22 40
119 19 79
2 73 53
106 118 99
101 86 77
100 65 13
53 101 54
28 46 14
110 78 77
57 107 3
26 51 3
114 2 99
90 19 17
55 84 21
115 38 94
75 76 47
3 20 18
74 57 3
48 63 81
98 105 68
79 31 46
71 20 92
29 105 48
35 61 97
70 106 65
16 107 62
4 96 5
11 8 86
88 75 29
103 113 56
58 9 44
85 93 33
77 23 84
69 44 69
43 101 27
10 86 1
117 20 21
108 77 49
27 112 63
116 59 48
95 113 56
91 79 97
83 4 5
62 75 63
60 5 94
52 53 59
104 102 47
33 89 33
32 36 85
15 64 43
6 111 22
37 21 40
41 79 96
124 121 44
7 74 76
123 31 2
45 90 30
12 114 38
99 123 21
92 36 75
34 85 31
97 113 100
87 12 35
94 57 90
80 104 39
105 31 5
85 107 9
77 37 98
52 39 6
96 76 84
40 69 56
280 527
109 218 80
179 218 92
70 218 49
257 218 12
3 179 79
113 257 24
154 113 37
118 3 27
159 70 34
163 159 98
89 70 99
248 218 54
84 163 91
29 257 15
105 154 10
223 70 36
182 105 35
64 163 91
202 179 91
112 109 77
96 159 5
71 223 45
138 112 22
174 154 6
69 248 68
117 96 89
36 3 55
81 113 37
233 202 1
88 248 80
9 88 19
269 117 94
133 113 9
252 233 80
224 174 99
226 248 97
35 202 39
67 96 57
100 36 64
259 257 80
57 226 26
273 88 52
253 179 52
178 57 43
243 100 40
272 3 94
114 112 5
195 248 19
23 272 89
247 202 8
4 182 75
39 9 79
5 138 46
219 81 69
160 195 83
254 253 46
189 133 36
98 69 55
92 224 25
33 248 66
237 69 26
115 174 50
47 92 2
16 174 47
125 57 98
134 105 45
104 47 50
116 88 70
120 253 59
148 112 10
220 272 16
87 4 32
38 88 24
21 237 85
215 120 29
170 163 6
50 154 70
153 202 84
217 174 66
139 237 24
193 226 68
137 3 38
239 179 13
194 154 38
236 257 26
212 272 97
1 254 20
145 116 57
97 148 71
42 243 28
108 138 87
166 67 5
66 4 44
111 84 49
238 87 71
251 117 25
246 212 40
53 115 99
181 109 48
201 100 60
119 201 6
222 223 79
263 105 42
258 5 75
146 108 56
41 247 37
49 97 18
211 145 84
77 154 54
255 67 28
232 98 58
277 88 78
227 114 43
187 154 57
169 223 81
144 115 13
184 16 74
141 269 65
155 263 91
37 170 75
244 117 32
165 105 32
58 224 49
216 212 11
101 96 40
261 105 15
79 252 24
63 155 81
262 233 91
177 1 17
131 37 4
249 137 90
268 145 61
234 1 72
136 64 12
164 277 22
72 224 84
2 177 43
44 108 15
30 1 48
183 98 84
124 66 49
55 58 5
221 67 93
242 1 55
230 109 73
73 64 63
18 139 64
75 218 26
245 259 52
275 245 47
82 87 56
209 84 79
76 67 47
122 165 64
28 230 75
8 164 45
143 211 58
27 219 44
192 118 54
176 165 38
52 170 68
129 248 11
93 201 28
14 55 24
11 221 8
256 73 19
205 178 72
162 202 97
74 177 68
19 14 57
135 252 42
152 268 31
61 131 84
225 222 87
185 153 38
34 89 75
103 218 50
123 170 87
156 145 59
45 55 73
25 230 51
180 25 60
208 42 9
147 177 5
191 251 53
172 263 50
15 71 25
83 269 4
231 55 35
60 212 71
186 35 4
197 269 37
278 66 84
107 97 59
200 249 71
142 143 38
80 105 21
168 115 83
228 53 41
266 239 90
31 200 4
173 261 86
48 152 14
167 104 84
94 164 45
32 76 9
130 233 95
78 104 72
86 255 51
210 266 85
260 80 67
110 111 52
196 25 35
127 47 93
235 31 29
250 163 66
241 44 89
10 211 8
7 253 29
270 47 49
22 252 18
214 235 41
46 14 11
132 105 73
274 135 57
128 109 89
85 44 58
265 16 67
240 78 17
264 79 49
280 252 38
190 130 49
99 241 3
90 185 56
199 141 81
126 27 46
150 147 56
188 78 29
175 211 7
206 174 49
207 253 97
157 248 97
140 118 91
6 90 50
279 111 14
229 141 4
271 192 64
161 123 53
213 233 88
56 116 75
204 280 20
91 204 23
171 224 83
121 71 73
149 251 72
24 238 98
54 110 39
17 83 77
95 228 61
198 133 24
26 31 85
51 234 47
151 157 18
65 3 66
158 109 48
40 198 21
59 222 30
68 142 70
43 82 89
20 198 69
62 247 63
13 166 75
106 175 8
102 123 72
203 202 7
276 58 36
267 86 85
12 125 36
186 36 15
198 277 55
32 254 46
232 49 61
46 214 3
194 233 65
5 40 22
225 202 28
254 125 13
71 133 85
253 79 44
267 44 25
25 77 22
61 174 64
36 212 90
63 69 59
173 44 51
210 42 61
269 100 51
83 148 25
50 135 15
111 234 78
115 173 91
55 26 1
277 210 4
217 113 12
36 52 19
16 29 83
228 128 100
242 263 16
183 139 46
145 126 72
57 111 11
84 27 72
191 196 49
178 209 81
270 51 73
14 146 17
124 273 12
123 110 12
128 61 87
100 268 3
168 132 11
132 189 7
84 213 36
21 256 91
21 163 10
219 56 25
42 133 30
16 216 15
275 112 74
191 199 16
257 134 61
191 36 30
92 109 49
102 140 58
268 280 28
214 153 64
24 278 69
263 125 46
36 215 92
44 146 5
131 252 76
130 98 44
72 170 58
129 111 98
95 103 45
69 199 85
34 126 68
129 268 76
262 51 65
137 203 83
18 83 83
176 117 4
176 62 35
21 201 40
176 53 64
271 143 87
222 161 85
113 182 77
54 262 98
222 74 7
253 118 81
261 43 77
100 122 31
2 134 73
102 273 99
171 125 2
111 164 85
217 90 29
204 3 19
163 179 88
3 55 5
180 28 12
199 227 21
142 30 32
208 144 17
117 101 92
24 261 80
245 15 54
266 66 71
146 236 25
189 160 25
171 237 46
5 226 70
65 37 95
39 187 13
80 13 68
112 21 98
268 154 87
177 40 40
120 175 35
136 182 26
63 59 6
99 268 87
4 246 92
160 140 88
263 209 51
200 117 87
224 254 2
94 4 36
214 217 8
148 157 7
173 28 68
225 204 48
181 46 87
225 263 12
279 170 66
233 96 76
249 214 38
34 176 3
146 154 44
39 48 53
129 82 93
280 248 72
88 12 82
279 137 19
39 271 99
149 97 81
239 90 31
218 259 8
254 17 31
271 215 24
129 19 35
247 156 70
91 90 88
191 194 17
36 30 91
249 231 51
192 162 64
214 124 74
267 201 45
177 155 44
244 143 42
1 141 78
196 166 99
9 173 52
31 137 80
272 6 49
218 69 10
140 35 6
83 262 67
42 154 2
195 121 3
174 191 53
164 280 43
85 1 73
165 65 13
139 274 22
133 139 30
114 231 3
57 239 54
36 235 64
208 280 56
121 4 79
57 261 49
51 218 49
26 128 100
174 244 41
4 42 37
129 16 71
174 5 10
276 240 82
151 8 2
21 154 52
12 188 78
153 207 14
38 242 63
103 55 68
146 96 36
66 216 64
37 1 36
74 202 21
224 45 64
168 160 79
194 247 1
163 210 81
6 275 64
114 42 17
274 197 1
264 165 38
219 13 54
223 264 90
269 203 50
178 274 51
144 158 17
168 229 16
236 102 52
183 182 40
69 194 46
24 196 8
83 136 68
199 27 29
83 188 23
51 249 100
1 150 77
29 122 83
220 227 89
209 7 99
264 220 66
65 108 2
56 146 35
116 157 79
149 41 45
187 130 83
5 124 55
35 43 58
85 107 15
173 150 31
251 236 59
245 31 37
106 36 38
227 169 26
35 209 74
248 179 69
120 183 41
146 70 25
15 114 83
18 145 6
81 107 68
177 174 74
69 239 8
151 81 83
84 83 67
88 278 83
268 249 98
91 82 2
258 19 32
133 142
17 70 76
110 70 52
34 70 43
20 34 7
106 20 54
68 20 59
66 34 32
80 70 91
98 110 59
128 68 19
63 98 92
3 80 43
8 66 93
44 3 30
93 68 92
102 70 96
7 102 55
100 17 4
103 93 93
127 3 75
109 127 63
74 127 69
9 103 30
114 9 36
52 7 38
90 17 76
54 44 90
101 54 31
94 34 57
5 9 24
47 3 37
83 80 73
120 7 74
61 93 82
16 5 60
10 3 31
12 63 6
42 7 59
37 109 75
15 103 41
26 103 100
124 5 98
14 63 15
130 114 89
113 15 79
129 8 48
95 101 77
72 54 23
1 68 68
119 120 46
78 101 62
77 98 80
71 93 70
51 26 71
58 128 40
81 26 84
60 7 17
27 26 15
18 15 68
108 1 69
45 80 89
56 12 35
125 130 48
40 26 85
11 95 11
133 102 31
87 113 71
22 44 75
49 44 70
21 94 85
123 37 59
122 27 5
50 47 96
107 11 66
36 127 6
6 42 85
105 123 26
13 72 22
132 18 84
96 120 45
31 125 96
104 63 43
29 125 80
24 93 80
121 22 48
28 51 71
69 16 34
85 130 38
32 109 70
99 71 59
64 122 81
38 47 72
111 83 49
65 93 27
73 102 57
97 1 52
53 132 28
131 14 15
48 122 82
57 28 22
84 80 88
43 60 46
117 121 74
89 37 56
115 1 12
25 18 45
76 68 8
55 106 1
86 61 37
23 115 78
88 97 45
2 98 8
118 86 4
75 31 21
92 61 100
59 76 40
33 28 40
19 11 23
30 103 60
91 89 91
35 11 1
67 25 50
46 47 37
112 15 72
82 1 62
4 10 56
116 40 68
79 85 21
62 31 13
41 56 68
39 64 27
126 22 12
65 77 4
114 3 6
129 123 21
92 106 33
103 97 63
114 106 93
99 118 56
108 126 95
60 82 21
63 42 98
294 399
126 180 92
127 180 7
52 180 15
121 126 100
141 126 7
58 127 23
207 141 37
143 121 71
224 141 2
42 58 1
16 224 38
227 58 32
255 16 18
251 126 15
187 227 38
140 121 89
65 251 73
289 52 73
55 126 96
151 55 97
8 187 70
115 127 28
194 289 92
211 143 40
247 251 84
106 289 79
19 151 19
257 8 76
79 194 74
45 16 46
22 247 67
88 115 21
39 143 15
220 55 2
253 79 40
12 151 49
80 257 49
116 227 37
100 80 58
189 211 25
50 194 4
110 45 43
33 151 56
92 253 87
163 143 77
64 211 61
278 110 52
254 79 68
175 187 94
208 141 29
232 55 57
285 211 72
94 22 75
282 106 97
13 211 29
91 180 12
3 127 57
77 79 4
60 106 43
168 194 83
258 79 35
93 151 83
122 94 25
160 255 37
26 39 63
103 127 69
20 19 89
148 126 8
264 110 55
38 55 21
54 140 22
70 175 92
71 220 60
249 151 10
11 148 76
182 79 12
209 182 41
166 19 87
155 19 36
137 3 66
283 254 39
165 39 84
118 163 77
82 232 24
236 58 91
66 220 21
259 232 34
281 211 23
223 65 37
158 180 3
48 118 61
47 64 17
250 264 93
102 257 100
280 258 75
134 151 70
225 278 59
270 187 99
256 22 66
109 182 23
98 158 100
95 141 83
266 116 60
108 122 78
186 38 42
78 165 7
57 134 49
215 127 77
246 110 50
27 121 10
89 141 92
263 65 9
199 58 100
56 122 59
177 254 68
120 199 13
196 223 3
119 121 4
205 127 85
41 110 3
75 78 80
210 89 51
164 106 48
204 65 42
37 93 84
290 8 98
123 54 51
132 270 89
112 75 64
218 258 73
273 108 51
144 165 72
96 225 12
222 52 28
145 223 66
84 48 33
233 20 90
162 148 53
272 143 45
150 82 40
170 60 69
181 75 81
262 112 16
157 164 38
239 54 38
69 8 86
83 180 20
10 258 27
104 239 50
235 13 86
174 246 22
172 264 55
214 120 8
76 132 10
231 162 26
128 84 46
59 208 65
212 246 77
36 211 43
193 140 39
228 57 41
213 278 14
149 84 7
230 103 17
138 66 72
17 215 60
191 214 26
43 285 47
5 151 13
242 166 81
260 100 34
85 95 19
35 210 9
99 13 49
195 52 98
9 112 66
244 235 84
125 17 16
25 163 95
21 89 74
274 140 88
185 249 66
28 120 15
53 162 86
139 264 51
240 273 17
152 91 89
190 195 73
63 257 6
288 220 4
286 19 76
167 285 30
124 91 54
147 177 31
183 236 72
46 137 16
243 240 15
234 152 46
23 65 57
245 103 50
268 45 90
81 143 6
179 289 5
154 264 85
226 181 43
161 19 98
107 268 25
287 272 43
176 236 38
129 27 49
111 107 75
105 207 90
192 99 62
2 247 16
6 154 27
51 143 50
159 26 40
136 105 35
72 283 82
24 145 60
68 127 42
206 196 8
90 249 30
86 70 56
130 246 76
200 3 15
73 189 60
114 157 12
32 92 25
74 27 91
142 138 3
4 66 45
7 114 5
229 92 29
117 9 58
40 148 37
61 228 22
29 160 39
216 239 8
294 122 31
131 155 41
146 72 67
277 83 78
97 240 31
201 140 35
135 146 69
203 89 81
198 174 70
67 98 8
265 244 65
156 193 61
169 278 65
269 164 82
30 223 21
49 193 17
14 148 11
178 235 41
171 215 71
101 3 68
188 277 8
133 102 46
252 199 94
284 211 35
18 203 44
221 11 75
291 137 30
173 21 1
31 89 65
261 178 54
237 280 53
44 165 56
292 259 96
275 215 96
202 214 31
271 45 41
113 149 14
15 16 91
219 104 61
197 158 98
267 193 10
217 69 57
276 121 66
87 112 21
293 231 73
238 215 96
1 149 70
184 72 76
153 206 37
34 283 27
279 190 23
62 142 36
248 15 34
241 209 3
141 266 88
61 250 55
129 148 99
31 162 23
117 127 4
34 264 89
33 52 12
249 51 35
225 166 51
86 171 73
122 74 80
152 12 15
64 24 92
43 118 39
33 182 9
289 6 34
176 282 55
78 294 26
105 219 10
184 162 65
274 5 40
61 196 44
26 119 93
55 56 71
271 89 51
216 147 41
293 29 41
68 27 14
119 82 38
5 249 79
167 173 5
20 8 43
76 74 4
89 123 89
19 57 70
278 159 73
164 39 32
257 82 56
141 66 50
7 283 46
205 214 46
45 77 91
22 274 66
51 283 79
145 123 8
131 144 66
29 107 82
287 99 53
282 140 84
63 124 72
204 286 82
168 11 40
288 49 75
36 177 48
275 34 79
57 283 33
121 289 89
96 61 54
102 264 84
193 158 62
20 112 38
135 66 55
283 272 61
113 121 79
163 292 48
198 33 2
175 260 36
123 48 91
39 244 49
262 86 56
211 266 99
254 274 21
51 90 29
269 106 4
4 141 86
199 291 39
179 262 16
64 16 93
227 24 47
191 155 74
141 177 8
278 23 82
274 145 55
251 205 59
114 74 35
82 268 68
46 229 76
109 118 100
276 287 1
42 283 27
98 266 9
188 226 100
100 15 41
224 56 31
14 212 81
43 189 35
153 232 77
88 117 12
148 54 63
20 171 32
232 189 29
232 248 4
137 117 31
103 54 40
117 289 80
195 104 85
55 63
9 44 8
54 44 97
19 9 44
34 9 34
14 54 18
2 54 56
22 9 12
5 19 75
